Author,Date,Title,Source,Vol.,No.,pp.,Category,URL
C. Chan; R. Fontugne; K. Cho; S. Goto,2018-04-15,Monitoring TLS adoption using backbone and edge traffic,IEEE INFOCOM 2018 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,,Conference Paper,
T. Kitabatake; R. Fontugne; H. Esaki,2018-04-15,BLT: A taxonomy and classification tool for mining BGP update messages,IEEE INFOCOM 2018 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,,Conference Paper,
D. Gosain; A. Agarwal; S. Shekhawat; H. B. Acharya; S. Chakravarty,2018-04-11,Mending Wall: On the Implementation of Censorship in India,Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering,238,,,Conference,
J. R. Mendoza; R. Ocampo; I. Montes; C. A. Festin,2018-04-09,Efficient feature extraction for internet data analysis using AS2Vec,SAC '18: Proceedings of the 33rd Annual ACM Symposium on Applied Computing,,,1106-1013,Conference Paper,
J. Huang; P. Wang,2018-04-02,TCAM-Based IP Address Lookup Using Longest Suffix Split,IEEE/ACM Transactions on Networking,26,2,,Peer,
G. Grigoryan; Y. Liu; M. Leczinsky; J. Li,2018-04-01,VeriTable: Fast Equivalence Verification of Multiple Large Forwarding Tables,arXiv:1804.07374,,,,Peer,
S. S. Berenguer; F. V. Pintor,2018-04-01,Radiography of internet autonomous systems interconnection in Latin America and the Caribbean,Computer Connections,119,,15-28,Peer,
T. Hlavacek; A. Herzberg; H. Shulman; M. Waidner,2018-04-01,Practical Experience: Methodologies for Measuring Route Origin Validation,Unknown,,,,Peer,
D. Dzamic; J. Pei; M. Maric; N. Mladenovic; P. M. Pardalos,2018-03-26,Exponential quality function for community detection in complex networks,International Transactions in Operational Research,27,1,245-266,Peer,
J. Heidemann; Y. Pradkin; G. Baltra,2018-03-16,The Policy Potential of Measurements of Internet Outages,TPRC 46: The 46th Research Conference on Communication, Information, and Internet Policy 2018,,,,Conference Paper,
L. Xue; X. Ma; X. Luo; E. W. W. Chan; T. T. N. Miu; G. Gu,2018-03-13,LinkScope: Toward Detecting Target Link Flooding Attacks,IEEE Transactions on Information Forensics and Security,13,10,,Conference Paper,
R. Fontugne; A. Shah; E Aben,2018-03-02,The (Thin) Bridges of AS Connectivity: Measuring Dependency Using AS Hegemony,International Conference on Passive and Active Network Measurement,10771,,,Conference Paper,
K. Sriram; O. Borchert; D. Montgomery; J. Snijders,2018-03-01,Origin Validation Policy Considerations for Dropping Invalid Route,IETF,,,,Conference,
S. Bano; P. Richter; M. Javed; S. Sundaresan; Z. Durumeric; S. J. Mordoch; R. Mortier; V. Paxson,2018-03-01,Scanning the Internet for Liveness,ACM SIGCOMM Computer Communication Review,48,2,2-9,Conference Paper,
S. Saleh; J. Qadir; M. Ilyas,2018-03-01,Shedding Light on the Dark Corners of the Internet: A Survey of Tor Research,arXiv:1803.02816,,,,Peer,
A. Y. Nur; M. E. Tozal,2018-02-26,Cross-AS (X-AS) Internet topology mapping,Computer Networks,132,,53-67,Peer,
E. Yuce; A. Selcuk,2018-02-20,Server Notaries: A Complementary Approach to the Web PKI Trust Model,Unknown,,,,Peer,
S. Zhang; Y. Liu; D. Pei; B. Liu,2018-02-15,Measuring BGP AS path looping (BAPL) and private AS number leaking (PANL),Tsinghua Science and Technology,23,1,22-34,Peer,
Y. Jia; Y. Lui; G. Ren,2018-02-15,RISP: An RPKI-based inter-AS source protection mechanism,Tsinghua Science and Technology,23,1,,Peer,
L. Wei; J. Heidemann,2018-02-12,Does Anycast Hang Up on You (UDP and TCP)?,IEEE Transactions on Network and Service Management,15,2,707-717,Conference Paper,
W. J. A. Silva,2018-02-06,An Architecture to Manage Incoming Traffic of Inter-Domain Routing Using OpenFlow Networks,Information,9,4,92,Peer,
W. Luo; W. P. Tay. P. Sun; Y. Wen,2018-02-05,On Distributed Algorithms for Cost-Efficient Data Center Placement in Cloud Computing,Cornell University,,,,Peer,
Y. Jia; Y. Lui; G. Ren; L. He,2018-02-05,Revisiting inter-AS IP spoofing let the protection drive source address validation,2017 IEEE 36th International Performance Computing and Communications Conference (IPCCC),,,,Conference Paper,
J. Pickard; M. Angolia; T. Chou,2018-02-01,IPv6 Diffusion on the Internet Reaches a Critical Point,The Journal of Technology, Management, and Applied Engineering,34,1,,Peer,
S_Zhang; Y. Liu; D. Pei; B. Liu,2018-02-01,Measuring BGP AS path looping (BAPL) and private AS number leaking (PANL),Tsinghua Science and Technology,23,1,22-34,Peer,
W. Luo; W. Pen. Tay; P. Sun; Y. Wen,2018-02-01,On Distributed Algorithms for Cost-Efficient Data Center Placement in Cloud Computing,arXiv:1802.01289,,,,Peer,
Y. Liu; Z. Wang; N. Li,2018-02-01,Characterizing the Impact of DDoS Attack on Inter-domain Routing System: A Case Study of the Dyn Cyberattack,Proceedings of the 2018 International Conference on Computer Science, Electronics and Communication Engineering (CSECE 2018),,,,Conference Paper,
H. Luo; Z. Chen; J. Li; T. Vasilakos,2018-01-31,On the Benefits of Keeping Path Identifiers Secret in Future Internet: A DDoS Perspective,IEEE Transactions on Network and Service Management,15,2,650-664,Conference Paper,
H. Kimiyama; N. Yonezaki; T. Tsutsumi; K. Sano; H. Yamaki; Y. Ueno; R. Sasaki; H. Kobayashi,2018-01-11,Autonomous and distributed internet security (AIS) infrastructure for safe internet,2017 8th International Conference on the Network of the Future (NOF),,,,Conference Paper,
M. Bienkowski; N. Sarrar; S. Schmid; S. Uhlig,2018-01-09,Online Aggregation of the Forwarding Information Base: Accounting for Locality and Churn,IEEE/ACM Transactions on Networking,26,1,591-604,Conference Paper,
A. Reuter; R. Bush; I. Cunha; E. Katz-Bassett; T. Schmidt; M. Wahlisch,2018-01-01,Towards a Rigorous Methodology for Measuring Adoption of RPKI Route Validation Filtering,ACM SIGCOMM Computer Communication Review,48,1,19-27,Peer,
A. Shah,2018-01-01,Systems for Characterizing Internet Routing,Colorado State University, Department of Computer Science,,,,Peer,
C. Chen,2018-01-01,Infrastructure-Based Anonymous Communication Protocols in Future Internet Architectures,Carnegie Melon University,,,,Peer,
D. Ward; C. Metz,2018-01-01,Role of Open Source, Standards, and Public Clouds in Autonomous Networks,Artificial Intelligence for Autonomous Networks,,,,Peer,
F. Lan; S. Biswas; B. Gui; J. Wu; A. Wang,2018-01-01,Design and Implementation of a Strong Representation System for Network Policies,Temple University,,,,Peer,
G. Huston,2018-01-01,BGP in 2017,The ISP Column,,,,Peer,
J. Ruth; I. Poese; C. Dietzel; O. Hohlfeld,2018-01-01,A First Look at QUIC in the Wild,arXiv:1801.05168,,,,Peer,
M. Calder,2018-01-01,Measuring the Impact of CDN Design Decisions,University of Southern California,,,,Peer,
P. Sermpezis; V. Kotronis; A. Dainotti; X. Dimitropoulos,2018-01-01,A Survey among Network Operators on BGJ Prefix Hijacking,ACM SIGCOMM Computer Communication Review (CCR),48,1,64-69,Peer,
P. Sermpezis; V. Kotronis; P. Gigis; X. Dimitropoulos; D. Cicalese; A. King; A. Dainotti,2018-01-01,ARTEMIS: Neutralizing BGP Hijaking within a Minute,Center for Applied Internet Data Analysis (CAIDA),,,,Peer,
P. Sermpezis; V. Kotronis; P. Gigis; X. Dimitropoulos; D. Cicalese; A. King; A. Dainotti,2018-01-01,ARTEMIS: Neutralizing BGP Hijacking within a Minute,arXiv:1801.01085,,,,Peer,
R. Wails; Y. Sun; A. Johnson; M. Chiang; P. Mittal,2018-01-01,Tempest: Temporal Dynamics in Anonymity Systems,arXiv:1801.01932,,,,Peer,
S. L. Cortes,2018-01-01,Jurisdictional Arbitrage: Quantifying and Counteracting the Threat of Government Intelligence Agencies against Tor,Northeastern University,,,,Peer,
V. N. Zadorozhnyi; E. B. Yudin; M. N. Yudina,2017-12-25,Graphs with complex stochastic increments,2017 Dynamics of Systems, Mechanisms and Machines (Dynamics),,,,Conference Paper,
O. Gasser; Q. Scheitle; C. Denis; N. Schricker; G. Carle,2017-12-21,Security Implications of Publicly Reachable Building Automation Systems,2017 IEEE Security and Privacy Workshops (SPW),,,,Conference Paper,
Y. Liu; Z. Wang; N. Li,2017-12-08,A Case Study of Detecting and Characterizing Large-Scale Prefix Hijackings in the Internet,ICNCC 2017: Proceedings of the 2017 VI International Conference on Network, Communication and Computing,,,,Conference Paper,
D. Gosain; A. Agarwal; S. Chakravarty; H. B. Acharya,2017-12-04,The Devil's in The Details: Placing Decoy Routers in the Internet,ACSAC '17: Proceedings of the 33rd Annual Computer Security Applications Conference,,,577-589,Conference Paper,
F. Wang; Y. Fukushima; K. Fujikawa; A. H. A. Muktadir; V. P. Kafle; X. Shao; H. Harai; L. Gao,2017-12-04,Implementation of Location-Based Routing and ID-Based Forwarding Architecture for Internet of Things,GLOBECOM 2017 - 2017 IEEE Global Communications Conference,,,,Conference paper,
J. Mirkobic; E. Kline; P. Reiher,2017-12-04,RESECT: Self-Learning Traffic Filters for IP Spoofing Defense,ACSAC '17: Proceedings of the 33rd Annual Computer Security Applications Conference,,,,Conference Paper,
E. Gregori; A. Improta; L. Sani,2017-12-01,On the African peering connectivity revealable via BGP route collectors,Procceedings of International Workshop on Internet Measurements Research in Africa,,,,Conference Paper,
Y. Gilad; O. Sagga; S. Goldberg,2017-11-28,MaxLength Considered Harmful to the RPKI,CoNEXT '17: Proceedings of the 13th International Conference on emerging Networking EXperiments and Technologies,,,101-107,Conference Paper,
H. Nguyen; C. Phung; S. Secci; B. Felix; M. Nogueira,2017-11-26,Can MPTCP secure Internet communications from man-in-the-middle attacks?,2017 13th International Conference on Network and Service Management (CNSM),,,,Conference Paper,
A. Ahmed; Z. Shafiq; H. Bedi; A. Khakpour,2017-11-23,Peering vs. transit: Performance comparison of peering and transit interconnections,2017 IEEE 25th International Conference on Network Protocols (ICNP),,,,Conference Paper,
G. Nomikos; P. Sermpezis; X. Dimitropoulos,2017-11-23,Re-mapping the internet: Bring the IXPs into play: www.inspire.edu.gr/ixp-map,2017 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,,Conference Paper,
B. Al-Musawi; P. Branch; G. Armitage,2017-11-22,Recurrence behavior of BGP traffic,2017 27th International Telecommunications Networks and Applications Conference (ITNAC),,,,Conference Paper,
S. P. Meenakshi; M. J. S. Raman; V. Kamakoti,2017-11-20,Country-Wide Long-term Event Detection and Classification Mechanisms Using Spatiotemporal BGP Prefix Data,IAENG International Journal of Computer Science,44,4,,Peer,
R. Fanou; F. Valera; A. Dhamdhere; P. Francois,2017-11-15,Reshaping the African Internet: From scattered islands to a connected continent,Computer Communications,113,,25-42,Peer,
F. Lichtblau; F. Streibelt; T. Kruger; P. Richter; A. Feldmann,2017-11-06,Detection, classification, and analysis of inter-domain traffic with spoofed source IP addresses,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,86-99,Conference Paper,
G. Cakmak; M. N. Aydin,2017-11-06,A country-specific analysis on internet interconnection ecosystems,2017 9th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops (ICUMT),,,,Conference Paper,
A. Murdock; F. Li; P. Bramsen; Z. Durumeric; V. Paxson,2017-11-01,Target generation for internet-wide IPv6 scanning,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,,Conference Paper,
B. J. Goodchild; Y. Chiu; R. Hansen; H. Lua; M. Calder; M. Luckie; W. Lloyd; D. Choffnes; E. Katz-Bassett,2017-11-01,The record route option is an option!,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,311-317,Conference Paper,
E. Gregori; L. Lenzini; V. Luconi,2017-11-01,AS-Level Topology Discovery: Measurement strategies tailored for crowdsourcing systems,Computer Communications,,,47-57,Conference Paper,
G. Cakmak; M. Aydin,2017-11-01,A country-specific analysis on internet interconnection ecosystems,2017 9th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops,,,,Conference Paper,
H. Zheng; B. Wang; W. Deng; J. Tang,2017-11-01,A Prototype for Analyzing the Internet Routing System Based on Spark and Docker,2017 IEEE 7th International Symposium on Cloud and Service Computing,,,,Conference Paper,
M. Jonker; A. King; J. Krupp; C. Rossow; A. Sperotto; A. Dainotti,2017-11-01,Millions of targets under attack: a macroscopic characterization of the DoS ecosystem,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,100-113,Conference Paper,
R. Fanou; F. Valera; A. Dhamdhere,2017-11-01,Investigating the causes of congestion on the African IXP substrate,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,57-63,Conference Paper,
R. Fanou; F. Valera; P. Francois; A. Dhamdhere,2017-11-01,Reshaping the African Internet: From Scattered Islands to a Connected Continent,Elsevier Computer Communications Journal,113,,25-42,Peer,
V. Giostas; G. Smaragdakis; C. Dietzel; P. Richter; A. Feldmann; A. Berger,2017-11-01,Interring BGP blackholing activity in the internet,2017 Internet Measurement Conference (IMC '17),,,,Conference Paper,
W. B. de Vries; R. de O. Schmidt; W. Hardaker; J. Heidemann; PT de Boer; A. Pras,2017-11-01,Broad and load-aware anycast mapping with verfploeter,IMC '17: Proceedings of the 2017 Internet Measurement Conference,,,,Conference Paper,
D. Kiene-Maksimovic; E. Zinovyeva; B. Fabian; J. Park,2017-10-27,CORIA 2.0 - Augmenting a Universal Framework for Connectivity Risk Analysis,Social Science Research Network,,,,Peer,
Y. Guo; J. Yan; L. Zhang; H. Qiu,2017-10-27,A routing recovery method based on structure properties and centralized control for inter domain routing system,2017 IEEE 17th International Conference on Communication Technology (ICCT),,,,Conference Paper,
S. D. Strowes,2017-10-23,Bootstrapping Active IPv6 Measurement with IPv4 and Public DNS,Cornell University,,,,Peer,
V. Solla; G. Jambrina; E. Grampin,2017-10-23,Route reflection topology planning in service provider networks,2017 IEEE URUCON,,`,,Conference Paper,
J. Xue; J. Wang; S. Liu; X. Ma; H. Wang,2017-10-18,Dissecting persistent instability of web service: A joint perspective of server schedule dynamics and path latency,International Journal of Communication Systems,,,,Peer,
H. B. Acharya; S. Chakravarty; D. Gosain,2017-10-09,Few Throats to Choke: On the Current Structure of the Internet,2017 IEEE 42nd Conference on Local Computer Networks (LCN),,,,Conference Paper,
Q. Li; L. Wang; Y. Jiang; M. Xu; J. Wu,2017-10-09,A fast and incremental update scheme for SDN based on a relation graph,Computer Networks,125,,41-52,Conference Paper,
J. L. G. Gomez; R. Wang; M. Chen; C. Chou,2017-10-05,ETMP-BGP: Effective tunnel-based multi-path BGP routing using software-defined networking,2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC),,,,Conference Paper,
J. Liu; B. Yang; J. Liu; Y. Lu; K. Zhu,2017-10-02,Forwarding degree-based AS relationship recognition algorithm,2017 IEEE 2nd Advanced Information Technology, Electronic and Automation Control Conference (IAEAC),,,,Conference Paper,
D. Gosain; A. Agarwal; S. Chakravarty; H. Acharya,2017-10-01,The Devils in the Details: Placing Decoy Routers in the Internet,arXiv:1710.05527,,,,Peer,
E. Gregori; B. Guidi; A. Improta; L. Sani,2017-10-01,ICE: A memory-efficient BGP route collecting engine,Computer Networks,126,,162-173,Peer,
I. Livadariu; A. Dhamdhere; A. Elmokashfi,2017-10-01,On IPv4 transfer markets: Analyzing reported transfers and inferring transfers in the wild,Elsevier Computer Communications Journal,111,,105-119,Peer,
I. Livadariu; A. Elmokashfi; A. Dhamdhere,2017-10-01,On IPv4 transfer markets: Analyzing reported transfers and inferring transfers in the wild,Computer Communications,111,,105-119,Conference Paper,
Q. Li; M. Zu; Q. Li; D. Wang; Y. Jiang; S. Xia; Q. Liao,2017-10-01,Scale the Internet routing table by generalized next hops of strict partial order,Information Sciences,412-413,,101-115,Peer,
V. Kotronis; G. Nomikos; L. Manassakis;D_Mavrommatis; X. Dimitropoulos,2017-10-01,Shortcuts through Colocation Facilities,arXiv:1710.04422,,,,Peer,
Y. Guo; J. Yan; L. Zhang; H. Qui,2017-10-01,A routing recovery method based on structure properties and centralized control for inter domain routing system,2017 IEEE 17th International Conference on Communication Technology,,,,Conference Paper,
